17	medium	-2.0	-0.5	-	discard	crates/backend/koala-bear/src/poseidon1_koalabear_16.rs	Bundle pw4-16 terminal rounds scalar binding WITH scalar-binding through last-initial fused mi_mds round. Goal eliminate state-array memory transition between init and partial phases. n=7 -0.14% p=0.79 noise. n=10 -0.5% p=0.0085 sub-gate. WORSE than pw4-16 alone -0.68%. Likely the stack-built input array for the 16 dot_product calls in last-initial-round creates memory roundtrips that defeat the scalar binding benefit. PackedKB dot_product takes array ref so scalars-into-array trick doesnt propagate. Lesson the dot_product API is the constraint pivoting to different subsystem. Medium discard +0.5 pts.
18	medium	-0.5	+0.06	-	discard	crates/backend/sumcheck/src/sc_computation.rs	Pivot to mt_sumcheck 12% subsystem. Pre-allocate rows and p_buf Vec buffers via fold init closure to avoid per-k Vec allocations in sumcheck_compute_with_split_eq. Restructure to task_acc + block_local_acc + reusable buffers. n=7 +0.06% p=0.94 NO SIGNAL. Reason eval_fn still consumes Vec by value so p_buf.clone() per call still allocates - the saved rows.collect alloc is replaced by clear+extend with similar cost AND zkalloc bumps are essentially free for these allocs. Bottleneck not in alloc traffic. Medium discard +0.5 pts.
19	medium	-1.5	-2.85	350.2	keep	crates/backend/koala-bear/src/poseidon1_koalabear_16.rs	Bundle pw4-16 terminal-rounds scalar binding + fuse compress_in_place final add into the terminal scalar chain. New compress_in_place_simd routed via TypeId dispatch for PackedKB. permute_simd_inner takes Option of initial - when Some the terminal-round helper adds initial element-wise to scalars BEFORE write-back. Eliminates 48 mem ops per perm 16 writes from permute end + 16 reads from add loop start + 16 writes from add loop end. Measured -2.85% wall-clock p=0.000404 KEEP. Proof size 350.23 vs 349.83 = +0.1% noise. Net score = 2.85 - 0.3 = +2.55 positive. Third consecutive keep on compress_mut. Cumulative ~-6% from origin/main. Reset counter to 0.
20	medium	-0.5	+2.29	-	discard	crates/lean_vm/src/tables/poseidon_16/mod.rs	Phase 4 pivot to lean_vm. Apply pw4-13/15/19 scalar-binding pattern to eval_2_full_rounds_16. n=7 +2.29% p=0.000112 REGRESSION. Root cause - AB::IF is SymbolicExpression in AIR-eval which is Clone-not-Copy. Reading state[i].clone() copies the expression tree. 16 clones at start + 16 at write-back x 2 calls = 64 expression-tree clones per eval. Original code uses iter_mut() with no clones - that was actually optimal. Lesson - scalar-binding pattern requires R: Copy. For Clone-not-Copy types like SymbolicExpression the trick regresses. AIR-side has fundamentally different cost model than SIMD compress_mut. Medium discard +0.5 pts.
21	micro	-0.3	+0.56	-	discard	crates/backend/koala-bear/src/poseidon1_koalabear_16.rs	Explicit _mm_prefetch T0 hints for next-round constants in partial-round loop. AVX-512 gated 3 prefetches per iter for first_row v rc streams. n=7 +0.56% p=0.0076 SLOWER. Reason hardware prefetcher was already handling these sequential streams well. Explicit T0 prefetches competed for L1 port bandwidth with the hot vpmuludq stream. Lesson - on Zen 4 with already-saturated mul ports adding prefetch hints displaces compute issue slots. Micro discard +1.0 pt.
cumulative	-	-	-1.61	-	measurement	HEAD vs origin/main	Cumulative measurement after pw4-13 + pw4-15 + pw4-19 keeps. n=7 base_avg 2.111s cand_avg 2.077s delta -1.61% p approx 0 (t_stat -8.47). Per-round consistent: -1.42 -1.20 etc. The per-iter gate measurements (-1.25 -2.13 -2.85) overstated due to baseline drift across runs (env noise: baseline times crept 2.10 -> 2.16 -> 2.19 across sessions). Real cumulative wall-clock win is -1.5 to -1.6%. Still a clean win, score positive (proof size unchanged).
22	medium	-1.0	+0.02	-	discard	crates/backend/koala-bear/src/poseidon1_koalabear_16.rs	Fuse initial-3 scalars directly into last-initial rounds add_rc_and_sbox. Save 32 mem ops per perm across the init-3 to last-initial state-array boundary. n=10 on CLEAN ENV CPU governor=performance +0.02% p=0.84 NO SIGNAL. Earlier n=7 -1.13% p=0.015 was powersave-mode noise CPU was throttled to ~3.88GHz vs baseline assumes 5.12GHz. Real result no impact. Lesson - the state-array transition at init-3 to last-initial isnt actually on the critical path. Same conclusion as pw4-17. Medium discard +0.5 pts.
cumulative-clean	-	-	-1.78	-	measurement	origin/main vs HEAD on performance governor	CLEAN ENV cumulative after pw4-13 + pw4-15 + pw4-19 keeps. n=10 (40+40 samples) base 2.105s cand 2.067s delta -1.78% p approx 0 t_stat -14.37. Per-round all negative: -2.23/-2.26/-1.59/-1.91/-1.73/-2.09/-1.66/-2.02/-1.20/-1.08. Compared to dirty-env -1.61%: clean shows slightly larger improvement. Powersave-throttle was very mildly helping baseline relatively. True cumulative wall-clock improvement: -1.78%.
23	micro	-0.3	+0.25	-	discard	crates/backend/symetric/src/compression.rs	Add inline(always) to symetric::compress helper to force inlining through Merkle compress_layer chain. n=10 +0.25% p=0.042 mild regression. rustc was already inlining this small fn; forcing it actually hurt slightly maybe by inhibiting some other optimization heuristic. No-op or backfire. Micro discard +1.0 pt.
24	medium	-0.5	+0.30	-	discard	crates/backend/symetric/src/sponge.rs,crates/whir/src/merkle.rs	Extend precompute_zero_suffix_state opt to n_zero_chunks=1 (was >= 2). Lower threshold at both call sites in whir/merkle.rs. n=10 +0.30% p=0.0049 statistically significant REGRESSION. Likely n=1 case rare in prove_loop Merkle layouts OR few-leaf layers where per-layer precompute cost exceeds per-leaf savings. Most likely cause - WHIR inner round Merkle trees have full effective_n_cols = n_blocks so n_zero_chunks = 0 (no save possible). Only stack_polynomials_and_commit might have n_zero_chunks > 0 but check shows typically n_zero_chunks = 0 there too. The condition rarely fires anyway. Medium discard +0.5 pts.
25	-	-	-	REVERTED_VIOLATION	crates/whir/src/open.rs	HARD_RULE violation: cherry-pick of upstream 28213863 explicitly admitted in body. Reverted by brain mandate no gate run.
26	micro	-0.3	+0.16	-	discard	crates/backend/sumcheck/src/product_computation.rs	Hoist pol_1 diffs to scalar locals in process_element for symmetry with pol_0. n=10 +0.16% p=0.24 NO SIGNAL. Compiler already produces equivalent codegen with or without explicit hoisting since closure body is small. Micro discard +1.0 pt.
27	medium	-2.0	+0.11	-	discard	crates/sub_protocols/src/stacked_pcs.rs	Tier 2 jagged-PCS adjacent: drop bytecode_acc pad to max-table-height across all 3 layout-using functions (stack_polynomials_and_commit, stacked_pcs_global_statements, compute_stacked_n_vars). Correctness gate PASSED so pad is not soundness-critical. n=10 +0.11% p=0.30 NO PERF SIGNAL. Implication: (a) the pad savings on offset is small relative to total polynomial size OR (b) precompute_zero_suffix_state optimization was already firing strongly enough that further zero-suffix expansion has diminishing returns. The pad is INDEED unnecessary for soundness (correctness passed) but removing it doesnt yield a perf win. Medium discard +0.5 pts.
